time,open,high,low,close,tick_volume,spread,real_volume
2021-05-12,1.41351,1.41523,1.4048,1.40618,67752,8,0
2021-05-13,1.4062000000000001,1.4077600000000001,1.40049,1.40455,58893,8,0
2021-05-14,1.40459,1.41106,1.40355,1.4097,45775,8,0
2021-05-16,1.4095,1.41033,1.409,1.41002,909,15,0
2021-05-17,1.41002,1.4147,1.40766,1.41468,42722,8,0
2021-05-18,1.41473,1.42201,1.41449,1.41867,45838,8,0
2021-05-19,1.4187,1.4200300000000001,1.40985,1.41069,67983,8,0
2021-05-20,1.41069,1.41921,1.41007,1.41842,50282,8,0
2021-05-21,1.41844,1.4233500000000001,1.414,1.41493,50865,8,0
2021-05-23,1.4148399999999999,1.41538,1.4133499999999999,1.41395,1213,12,0
2021-05-24,1.41395,1.41711,1.41106,1.41547,42642,8,0
2021-05-25,1.41548,1.42102,1.41151,1.4142000000000001,50772,8,0
2021-05-26,1.41422,1.41756,1.41119,1.41146,46854,8,0
2021-05-27,1.4114900000000001,1.42187,1.4090500000000001,1.42025,53767,8,0
2021-05-28,1.42027,1.42051,1.4136,1.41879,57252,8,0
2021-05-30,1.41784,1.4188,1.4176199999999999,1.4179,664,12,0
2021-05-31,1.41792,1.42279,1.4163299999999999,1.42264,37440,8,0
2021-06-01,1.42266,1.4247,1.41426,1.4155,59626,8,0
2021-06-02,1.41552,1.41828,1.41102,1.41703,48859,8,0
2021-06-03,1.41706,1.42025,1.40859,1.41075,60616,8,0
2021-06-04,1.41078,1.41998,1.40822,1.41577,61257,8,0
2021-06-06,1.41505,1.41648,1.4148,1.4163700000000001,1265,12,0
2021-06-07,1.41639,1.41903,1.41094,1.4175200000000001,43237,8,0
2021-06-08,1.41753,1.41841,1.41204,1.41487,44278,8,0
2021-06-09,1.4148800000000001,1.4188399999999999,1.41071,1.41106,38461,8,0
2021-06-10,1.4110800000000001,1.41778,1.40716,1.41697,66975,8,0
2021-06-11,1.417,1.41848,1.40952,1.41113,42032,8,0
2021-06-13,1.4101,1.41184,1.40998,1.4117,990,12,0
2021-06-14,1.4117,1.41234,1.40696,1.4109099999999999,36359,8,0
2021-06-15,1.41093,1.41275,1.40337,1.40802,43862,8,0
2021-06-16,1.40804,1.41322,1.39801,1.39885,73870,8,0
2021-06-17,1.39887,1.40082,1.38953,1.39374,67550,8,0
2021-06-18,1.3937599999999999,1.39439,1.37916,1.37977,69240,8,0
2021-06-20,1.38006,1.38227,1.37913,1.38158,1605,12,0
2021-06-21,1.3816,1.39363,1.3786,1.39238,61361,8,0
2021-06-22,1.3924,1.39632,1.38597,1.3948800000000001,49971,8,0
2021-06-23,1.39487,1.40008,1.39234,1.39662,49112,8,0
2021-06-24,1.39664,1.39862,1.3889,1.39157,58557,8,0
2021-06-25,1.3915899999999999,1.3935,1.38708,1.3879000000000001,41057,8,0
2021-06-27,1.38845,1.38958,1.38754,1.38958,1101,12,0
2021-06-28,1.3896,1.3938,1.38689,1.3878,42123,8,0
2021-06-29,1.38782,1.38801,1.38137,1.38398,43080,8,0
2021-06-30,1.384,1.38723,1.37979,1.38279,47921,8,0
2021-07-01,1.38281,1.38337,1.3748,1.37586,49726,8,0
2021-07-02,1.37587,1.38439,1.37307,1.3829799999999999,56243,8,0
2021-07-04,1.38229,1.38337,1.38229,1.38308,1225,12,0
2021-07-05,1.3831,1.38615,1.38163,1.38528,29347,8,0
2021-07-06,1.3853,1.38977,1.37725,1.38035,58353,8,0
2021-07-07,1.38037,1.38414,1.37534,1.37991,66325,8,0
2021-07-08,1.37994,1.38016,1.37414,1.37893,73993,8,0
2021-07-09,1.3789500000000001,1.39005,1.37551,1.38999,63009,8,0
2021-07-11,1.38896,1.39008,1.38804,1.38981,1770,12,0
2021-07-12,1.38984,1.39096,1.38384,1.38858,47635,8,0
2021-07-13,1.3886,1.39046,1.37995,1.3805,61188,8,0
2021-07-14,1.38052,1.38917,1.3801,1.38561,56896,8,0
2021-07-15,1.38562,1.38985,1.38043,1.38276,63584,8,0
2021-07-16,1.38278,1.38618,1.37601,1.37632,50656,8,0
2021-07-18,1.3766,1.37689,1.37568,1.37628,1112,12,0
2021-07-19,1.3763,1.37633,1.36541,1.36683,79668,8,0
2021-07-20,1.36684,1.36891,1.35716,1.36337,68016,8,0
2021-07-21,1.3633899999999999,1.37226,1.35892,1.37114,52156,8,0
2021-07-22,1.37116,1.37867,1.36901,1.3772199999999999,56633,8,0
2021-07-23,1.37724,1.37796,1.3719700000000001,1.37463,43821,8,0
2021-07-25,1.37493,1.37607,1.37394,1.37565,862,12,0
2021-07-26,1.3756599999999999,1.3832900000000001,1.37366,1.38256,35509,8,0
2021-07-27,1.38258,1.38936,1.37663,1.38814,42079,8,0
2021-07-28,1.3881700000000001,1.39108,1.38426,1.39052,47685,8,0
2021-07-29,1.39054,1.39815,1.38978,1.39631,29669,8,0
2021-07-30,1.39634,1.39829,1.38877,1.39054,31833,8,0
2021-08-01,1.38959,1.39017,1.38897,1.3895,663,12,0
2021-08-02,1.38952,1.39322,1.38754,1.38902,29726,8,0
2021-08-03,1.38904,1.39381,1.38821,1.39166,29220,8,0
2021-08-04,1.39167,1.39571,1.38822,1.3889,27461,8,0
2021-08-05,1.38892,1.39486,1.38708,1.39267,36971,8,0
2021-08-06,1.39269,1.3931499999999999,1.38608,1.3873,34483,8,0
2021-08-08,1.38719,1.38763,1.38578,1.3866100000000001,1703,12,0
2021-08-09,1.3866399999999999,1.38941,1.38398,1.38462,27039,8,0
2021-08-10,1.38464,1.3872,1.3827,1.3835,23599,8,0
2021-08-11,1.38352,1.3887399999999999,1.38023,1.38659,29215,8,0
2021-08-12,1.3866,1.38781,1.37939,1.38104,21846,8,0
2021-08-13,1.38106,1.38746,1.37903,1.38666,17279,8,0
2021-08-15,1.38551,1.3872,1.38523,1.3863400000000001,784,12,0
2021-08-16,1.38636,1.38776,1.38272,1.38403,22730,8,0
2021-08-17,1.38404,1.38405,1.37225,1.37395,28739,8,0
2021-08-18,1.37397,1.37848,1.37305,1.37426,27249,8,0
2021-08-19,1.37428,1.37492,1.36273,1.36296,33479,8,0
2021-08-20,1.36298,1.36404,1.36016,1.3623,25307,8,0
2021-08-22,1.36173,1.36296,1.36105,1.3624,937,12,0
2021-08-23,1.36242,1.37317,1.36242,1.3722699999999999,24410,8,0
2021-08-24,1.3723,1.37472,1.36932,1.37243,22804,8,0
2021-08-25,1.37244,1.37664,1.36962,1.37638,21956,8,0
2021-08-26,1.3764,1.37675,1.36884,1.36999,24689,8,0
2021-08-27,1.37,1.37806,1.3679299999999999,1.3759000000000001,32875,8,0
2021-08-29,1.37533,1.3765399999999999,1.37465,1.37621,965,12,0
2021-08-30,1.37623,1.37747,1.37332,1.37583,17165,8,0
2021-08-31,1.37585,1.38071,1.37424,1.37518,33274,8,0
2021-09-01,1.37519,1.37979,1.37307,1.37707,25502,8,0
2021-09-02,1.37709,1.38394,1.37669,1.38357,19641,8,0
2021-09-03,1.3835899999999999,1.38911,1.38175,1.38584,29754,8,0
2021-09-05,1.38588,1.38667,1.3852,1.38571,666,12,0
2021-09-06,1.38574,1.38592,1.38181,1.38382,14480,8,0
2021-09-07,1.3838300000000001,1.38561,1.37673,1.37787,30278,8,0
2021-09-08,1.37788,1.3790200000000001,1.37262,1.37661,30622,8,0
2021-09-09,1.37665,1.3862,1.37531,1.38377,32288,8,0
2021-09-10,1.38379,1.3888099999999999,1.38265,1.38301,24564,8,0
2021-09-12,1.38373,1.38408,1.3828,1.3838599999999999,656,12,0
2021-09-13,1.38389,1.38507,1.37957,1.38372,24956,8,0
2021-09-14,1.38372,1.39127,1.38002,1.38077,30902,8,0
2021-09-15,1.38079,1.38532,1.37924,1.3847800000000001,28153,8,0
2021-09-16,1.38477,1.3849,1.37641,1.37976,27991,8,0
2021-09-17,1.37974,1.38123,1.3727,1.37292,28367,8,0
2021-09-19,1.3738299999999999,1.37457,1.37228,1.3728099999999999,894,12,0
2021-09-20,1.37283,1.37297,1.36401,1.36616,34954,8,0
2021-09-21,1.36618,1.36925,1.36408,1.36571,36608,8,0
2021-09-22,1.36568,1.36893,1.36089,1.36157,52392,8,0
2021-09-23,1.36158,1.3750200000000001,1.3611900000000001,1.37205,41988,8,0
2021-09-24,1.37203,1.37359,1.36575,1.36718,28777,8,0
2021-09-26,1.36604,1.36721,1.36567,1.36682,874,8,0
2021-09-27,1.36683,1.37286,1.36569,1.37003,35157,8,0
2021-09-28,1.37002,1.3717,1.3520400000000001,1.3541,52597,8,0
2021-09-29,1.35412,1.35541,1.34105,1.34268,48171,8,0
2021-09-30,1.34266,1.35169,1.34142,1.3468200000000001,46490,8,0
2021-10-01,1.34681,1.35751,1.34331,1.3544100000000001,52402,8,0
2021-10-03,1.35495,1.35751,1.35385,1.35693,1151,12,0
2021-10-04,1.35696,1.36398,1.353,1.36063,44033,8,0
2021-10-05,1.3606099999999999,1.36472,1.3584100000000001,1.36258,40246,8,0
2021-10-06,1.36257,1.36308,1.35436,1.35916,50124,8,0
2021-10-07,1.35918,1.36379,1.35701,1.3618700000000001,35958,8,0
2021-10-08,1.36185,1.36578,1.35824,1.36148,39845,8,0
2021-10-10,1.3612600000000001,1.36259,1.36077,1.36155,1080,12,0
2021-10-11,1.3615599999999999,1.36735,1.3584100000000001,1.35906,34033,8,0
2021-10-12,1.35908,1.36369,1.3568,1.35762,35727,8,0
2021-10-13,1.35765,1.36685,1.35754,1.36681,40784,8,0
2021-10-14,1.36679,1.37339,1.36579,1.36677,27809,8,0
2021-10-15,1.36679,1.37726,1.36677,1.37445,32428,8,0
2021-10-17,1.37448,1.37646,1.37422,1.37603,1788,8,0
2021-10-18,1.37605,1.37631,1.37085,1.3735,29209,8,0
2021-10-19,1.37353,1.38335,1.37353,1.3792,28430,8,0
2021-10-20,1.37921,1.38339,1.37419,1.38214,28916,8,0
2021-10-21,1.38216,1.38328,1.37756,1.37907,31006,8,0
2021-10-22,1.37904,1.3814,1.37348,1.3758,42876,8,0
2021-10-24,1.37442,1.37642,1.3744,1.37615,804,12,0
2021-10-25,1.3761700000000001,1.37916,1.37414,1.37632,35520,8,0
2021-10-26,1.37634,1.3829099999999999,1.37564,1.3765,36009,8,0
2021-10-27,1.37652,1.37801,1.37091,1.37313,42426,8,0
2021-10-28,1.3731499999999999,1.38145,1.37218,1.3798,50046,8,0
2021-10-29,1.3798300000000001,1.38033,1.36679,1.36917,45534,8,0
2021-10-31,1.3679000000000001,1.36876,1.36767,1.3682400000000001,901,8,0
2021-11-01,1.36825,1.36927,1.36415,1.36541,36788,8,0
2021-11-02,1.36543,1.36663,1.36052,1.3615599999999999,37330,8,0
2021-11-03,1.36158,1.36979,1.36069,1.36936,49312,8,0
2021-11-04,1.36935,1.36937,1.34707,1.35073,51954,8,0
2021-11-05,1.3507500000000001,1.3508499999999999,1.34237,1.34951,43210,8,0
2021-11-07,1.34822,1.34916,1.34814,1.349,873,12,0
2021-11-08,1.34898,1.35793,1.34498,1.3563100000000001,32863,8,0
2021-11-09,1.35629,1.36069,1.35237,1.35593,37501,8,0
2021-11-10,1.35595,1.35644,1.33986,1.34116,52723,8,0
2021-11-11,1.34114,1.34328,1.33576,1.33642,39639,8,0
2021-11-12,1.33644,1.3425799999999999,1.3353,1.34127,31537,8,0
2021-11-14,1.34115,1.3418,1.34062,1.34155,791,12,0
2021-11-15,1.3415599999999999,1.34487,1.34027,1.3409499999999999,34016,8,0
2021-11-16,1.34098,1.34724,1.34098,1.34246,42993,8,0
2021-11-17,1.3424800000000001,1.34957,1.33938,1.34881,48152,8,0
2021-11-18,1.34883,1.35132,1.34635,1.34985,38267,8,0
2021-11-19,1.34982,1.35093,1.34069,1.34427,56783,8,0
2021-11-21,1.34483,1.3449,1.34295,1.34324,832,12,0
2021-11-22,1.34326,1.34493,1.33839,1.33968,51968,8,0
2021-11-23,1.33969,1.34085,1.33405,1.33746,50765,8,0
2021-11-24,1.33748,1.33893,1.3315299999999999,1.33294,48086,8,0
2021-11-25,1.33296,1.33531,1.3305,1.33113,26012,8,0
2021-11-26,1.33115,1.3353,1.32763,1.33297,43004,8,0
2021-11-28,1.33345,1.33433,1.33253,1.33399,1598,12,0
2021-11-29,1.3339699999999999,1.33625,1.3287,1.33137,44582,8,0
2021-11-30,1.33138,1.33701,1.31932,1.32948,84052,8,0
2021-12-01,1.3295,1.33517,1.32613,1.3277,58762,8,0
2021-12-02,1.32771,1.33332,1.32711,1.32992,50189,8,0
2021-12-03,1.32995,1.33094,1.32068,1.32338,58782,8,0
2021-12-05,1.32349,1.32439,1.3225799999999999,1.32347,835,12,0
2021-12-06,1.32348,1.32857,1.32221,1.32618,39606,8,0
2021-12-07,1.3262,1.3289,1.32071,1.32449,40393,8,0
2021-12-08,1.3244799999999999,1.32609,1.31595,1.32085,55195,8,0
2021-12-09,1.32083,1.32239,1.31694,1.32236,38312,8,0
2021-12-10,1.32237,1.3275000000000001,1.31869,1.32653,39661,8,0
2021-12-12,1.32505,1.32593,1.32505,1.32564,617,12,0
2021-12-13,1.3256299999999999,1.32683,1.3204799999999999,1.32126,37008,8,0
2021-12-14,1.32124,1.32562,1.31906,1.3229199999999999,33117,8,0
2021-12-15,1.3229,1.32823,1.31715,1.32618,57694,8,0
2021-12-16,1.3262,1.3374,1.32409,1.33221,61290,8,0
2021-12-17,1.33223,1.33391,1.32308,1.32358,41879,8,0
2021-12-19,1.3234,1.32385,1.32216,1.32284,799,12,0
2021-12-20,1.32286,1.32443,1.3172,1.32091,38240,8,0
2021-12-21,1.32092,1.32706,1.31969,1.32678,32952,8,0
2021-12-22,1.32681,1.33629,1.32383,1.33503,32721,8,0
2021-12-23,1.33501,1.34374,1.3342399999999999,1.34053,29430,8,0
2021-12-24,1.34052,1.34147,1.33791,1.33868,27959,12,0
2021-12-26,1.3384,1.34074,1.33825,1.34022,469,12,0
2021-12-27,1.3402,1.34448,1.33913,1.3441,18522,8,0
2021-12-28,1.3441100000000001,1.34611,1.34145,1.34327,18012,8,0
2021-12-29,1.34326,1.3498999999999999,1.34084,1.34964,24263,8,0
2021-12-30,1.3496299999999999,1.35213,1.3454,1.34969,25864,8,0
2021-12-31,1.34967,1.35498,1.3465099999999999,1.35325,28677,8,0
2022-01-02,1.35239,1.35334,1.35199,1.35211,445,12,0
2022-01-03,1.35209,1.35293,1.34305,1.34818,32649,8,0
2022-01-04,1.34819,1.35568,1.34591,1.35297,33574,8,0
2022-01-05,1.3529499999999999,1.35982,1.35222,1.3554300000000001,37518,8,0
2022-01-06,1.35542,1.35587,1.34898,1.35325,40478,8,0
2022-01-07,1.35323,1.35971,1.35272,1.35907,34504,8,0
2022-01-09,1.3581400000000001,1.35913,1.35744,1.3591,779,12,0
2022-01-10,1.3590900000000001,1.3603100000000001,1.35316,1.35791,35567,8,0
2022-01-11,1.35789,1.36362,1.35612,1.36322,37800,8,0
2022-01-12,1.36323,1.3714,1.36203,1.37055,34516,8,0
2022-01-13,1.37054,1.37485,1.37003,1.37126,36320,8,0
2022-01-14,1.37124,1.37425,1.36529,1.36769,41958,8,0
2022-01-16,1.36738,1.36754,1.36647,1.36724,826,12,0
2022-01-17,1.36725,1.36894,1.36353,1.36467,28719,8,0
2022-01-18,1.36469,1.36608,1.35724,1.3599,48879,8,0
2022-01-19,1.35992,1.36484,1.3587,1.36082,42590,8,0
2022-01-20,1.36084,1.36613,1.35864,1.3596300000000001,42859,8,0
2022-01-21,1.35965,1.36015,1.35447,1.35538,46701,8,0
2022-01-23,1.35467,1.35545,1.35455,1.35544,721,12,0
2022-01-24,1.35545,1.3565,1.34394,1.34877,52990,8,0
2022-01-25,1.3488,1.35182,1.34359,1.3509,48499,8,0
2022-01-26,1.35093,1.35244,1.3444,1.34667,56126,8,0
2022-01-27,1.34666,1.34667,1.33574,1.33867,57563,8,0
2022-01-28,1.33868,1.34324,1.33648,1.33969,51264,8,0
2022-01-30,1.3390900000000001,1.34026,1.33861,1.34022,929,12,0
2022-01-31,1.3402,1.346,1.33915,1.34443,44776,8,0
2022-02-01,1.34442,1.35275,1.34338,1.3524,40674,8,0
2022-02-02,1.35237,1.3587099999999999,1.35161,1.35637,37450,8,0
2022-02-03,1.35636,1.36274,1.35378,1.35975,67740,8,0
2022-02-04,1.3597299999999999,1.36142,1.35043,1.35285,57471,8,0
2022-02-06,1.35311,1.35365,1.35255,1.3532199999999999,449,12,0
2022-02-07,1.35323,1.35504,1.34898,1.3536299999999999,41592,8,0
2022-02-08,1.35365,1.35637,1.35063,1.3546,33414,8,0
2022-02-09,1.35461,1.35888,1.35263,1.35321,29819,8,0
2022-02-10,1.3532,1.36432,1.35229,1.3548499999999999,62787,8,0
2022-02-11,1.35484,1.36089,1.35121,1.3559700000000001,77932,8,0
2022-02-13,1.35488,1.3571,1.35471,1.35684,1260,12,0
2022-02-14,1.35686,1.35714,1.34937,1.35318,59294,8,0
2022-02-15,1.3532,1.3566500000000001,1.3486,1.35399,47485,8,0
2022-02-16,1.35397,1.36006,1.35382,1.35811,43094,8,0
2022-02-17,1.35813,1.36376,1.3553899999999999,1.36141,60353,8,0
2022-02-18,1.3614,1.3642400000000001,1.35728,1.35907,43575,8,0
2022-02-20,1.35887,1.3597000000000001,1.35831,1.3590900000000001,763,12,0
2022-02-21,1.35908,1.36381,1.3580999999999999,1.35941,37681,8,0
2022-02-22,1.35944,1.36043,1.35379,1.35879,47514,8,0
2022-02-23,1.35881,1.36203,1.3535300000000001,1.3544399999999999,40220,8,0
2022-02-24,1.35446,1.35462,1.3272300000000001,1.3371,106733,8,0
2022-02-25,1.33712,1.34379,1.33663,1.3411,64414,8,0
2022-02-27,1.3329,1.33738,1.33256,1.33717,3146,12,0
2022-02-28,1.33715,1.3431199999999999,1.33411,1.34215,72280,8,0
2022-03-01,1.34212,1.34368,1.33015,1.33349,61595,8,0
2022-03-02,1.33347,1.34066,1.32701,1.33956,75247,8,0
2022-03-03,1.33957,1.34167,1.33171,1.33501,56789,8,0
2022-03-04,1.33499,1.33507,1.32019,1.32369,69530,8,0
2022-03-06,1.32215,1.32356,1.31999,1.32111,2571,12,0
2022-03-07,1.3211300000000001,1.3227,1.30983,1.31129,99852,8,0
2022-03-08,1.3113000000000001,1.31441,1.30805,1.3098,97375,8,0
2022-03-09,1.30982,1.31895,1.30978,1.31843,63575,8,0
2022-03-10,1.31841,1.31941,1.30786,1.31022,70032,8,0
2022-03-11,1.31021,1.31246,1.3026900000000001,1.30378,63736,8,0
2022-03-13,1.30371,1.3052000000000001,1.30275,1.3049,1920,12,0
2022-03-14,1.30491,1.30788,1.29971,1.30093,50383,8,0
2022-03-15,1.30095,1.3088199999999999,1.29999,1.30436,58452,8,0
2022-03-16,1.30438,1.31561,1.30347,1.31395,74912,8,0
2022-03-17,1.31396,1.32104,1.30871,1.31581,59561,8,0
2022-03-18,1.3158400000000001,1.31965,1.31104,1.31779,46147,8,0
2022-03-20,1.3171300000000001,1.31763,1.3158400000000001,1.3159100000000001,1370,12,0
2022-03-21,1.31593,1.32094,1.31253,1.31686,46872,8,0
2022-03-22,1.31688,1.32731,1.31196,1.32652,55021,8,0
2022-03-23,1.32654,1.32972,1.31748,1.3204799999999999,45974,8,0
2022-03-24,1.32051,1.32138,1.31559,1.31937,54320,8,0
2022-03-25,1.31938,1.32244,1.31588,1.31812,49967,8,0
2022-03-27,1.31751,1.3183,1.31684,1.31725,1133,12,0
2022-03-28,1.31726,1.31761,1.30656,1.30988,61570,8,0
2022-03-29,1.30989,1.31593,1.30504,1.30936,78185,8,0
2022-03-30,1.30934,1.31821,1.30883,1.31369,61034,8,0
2022-03-31,1.31371,1.31753,1.31056,1.3145,61595,8,0
2022-04-01,1.31452,1.3146499999999999,1.3086,1.31138,44038,8,0
2022-04-03,1.30995,1.31097,1.3096,1.31037,1035,12,0
2022-04-04,1.31039,1.31359,1.30927,1.3112,35730,8,0
2022-04-05,1.31122,1.31665,1.30664,1.3076400000000001,45980,8,0
2022-04-06,1.30765,1.31077,1.30432,1.30688,59194,8,0
2022-04-07,1.3069,1.3106200000000001,1.30515,1.30682,47554,8,0
2022-04-08,1.30685,1.30769,1.29817,1.30358,38908,8,0
2022-04-10,1.30271,1.30392,1.30234,1.3029600000000001,1359,12,0
2022-04-11,1.30297,1.30563,1.29884,1.30223,45410,8,0
2022-04-12,1.30222,1.30537,1.2993299999999999,1.30013,52028,8,0
2022-04-13,1.30014,1.31227,1.29705,1.31181,46492,8,0
2022-04-14,1.3118400000000001,1.31471,1.3033000000000001,1.30629,54185,8,0
2022-04-15,1.30616,1.30705,1.30417,1.30505,24862,44,0
2022-04-17,1.3048,1.30641,1.30466,1.30564,1434,12,0
2022-04-18,1.30566,1.30573,1.30002,1.30073,30220,8,0
2022-04-19,1.30071,1.30404,1.29791,1.30133,45981,8,0
2022-04-20,1.30136,1.3073299999999999,1.29961,1.30676,47394,8,0
2022-04-21,1.30679,1.30898,1.30221,1.30241,49519,8,0
2022-04-22,1.30243,1.30325,1.28225,1.2837100000000001,58758,8,0
2022-04-24,1.28321,1.28388,1.28254,1.28277,1701,12,0
2022-04-25,1.2828,1.28293,1.26966,1.27374,74562,8,0
2022-04-26,1.27376,1.27713,1.2558099999999999,1.25809,58071,8,0
2022-04-27,1.25812,1.2601200000000001,1.25022,1.25394,65272,8,0
2022-04-28,1.2539500000000001,1.25693,1.24108,1.24645,77473,8,0
2022-04-29,1.24647,1.26142,1.24647,1.25749,65905,8,0
2022-05-01,1.2579099999999999,1.25873,1.25691,1.25699,1871,12,0
2022-05-02,1.25702,1.2597,1.24725,1.24991,52006,8,0
2022-05-03,1.24992,1.25666,1.24701,1.2498,57760,8,0
2022-05-04,1.24981,1.2637800000000001,1.24513,1.2616,91717,8,0
2022-05-05,1.2616100000000001,1.26327,1.23246,1.2362,101977,8,0
2022-05-06,1.23622,1.23796,1.22748,1.23365,105817,8,0
2022-05-08,1.2339,1.23434,1.23241,1.23252,1883,12,0
2022-05-09,1.23255,1.24055,1.22601,1.23347,78544,8,0
2022-05-10,1.23348,1.23753,1.22915,1.23067,80045,8,0
2022-05-11,1.23069,1.23998,1.22316,1.2233,99185,8,0
2022-05-12,1.22332,1.22482,1.21639,1.22039,100032,8,0
2022-05-13,1.22041,1.22604,1.21543,1.22598,62136,8,0
2022-05-15,1.22386,1.22655,1.2238,1.22566,2152,12,0
2022-05-16,1.22568,1.23291,1.22166,1.23252,64206,8,0
2022-05-17,1.23254,1.24986,1.23203,1.24866,79721,8,0
2022-05-18,1.24866,1.25004,1.23294,1.23437,63553,8,0
2022-05-19,1.2343899999999999,1.25241,1.23376,1.24625,93226,8,0
2022-05-20,1.24627,1.2499500000000001,1.24371,1.24929,67454,8,0
2022-05-22,1.24765,1.25092,1.2474,1.25028,1627,12,0
2022-05-23,1.2503,1.26007,1.2499500000000001,1.25664,59613,8,0
2022-05-24,1.25667,1.25983,1.24714,1.2541,71982,8,0
2022-05-25,1.25412,1.25939,1.24807,1.25855,72320,8,0
2022-05-26,1.25857,1.26204,1.25514,1.2616399999999999,59565,8,0
2022-05-27,1.26165,1.26662,1.25855,1.26302,53045,8,0
2022-05-29,1.26146,1.26339,1.26117,1.2624,911,12,0
2022-05-30,1.26242,1.26593,1.26159,1.26453,36971,8,0
2022-05-31,1.26455,1.26481,1.25601,1.26089,65256,8,0
2022-06-01,1.26092,1.26163,1.24581,1.24832,60625,8,0
2022-06-02,1.24834,1.25861,1.24688,1.25779,45898,8,0
2022-06-03,1.25781,1.25894,1.24851,1.24882,40562,8,0
2022-06-05,1.24856,1.2502,1.24816,1.24895,1164,12,0
2022-06-06,1.24897,1.2577099999999999,1.24763,1.2523,49062,8,0
2022-06-07,1.25231,1.2599,1.24299,1.2587,61966,8,0
2022-06-08,1.25872,1.25889,1.25129,1.25399,54646,8,0
2022-06-09,1.25401,1.2558,1.24837,1.2492,71400,8,0
2022-06-10,1.24922,1.25171,1.23007,1.23146,75309,8,0
2022-06-12,1.23142,1.23166,1.22716,1.22765,3178,12,0
2022-06-13,1.22766,1.2300200000000001,1.21069,1.2141899999999999,100894,8,0
2022-06-14,1.2142,1.22075,1.19336,1.20102,114488,8,0
2022-06-15,1.20105,1.22045,1.1989,1.21741,165539,8,0
2022-06-16,1.21744,1.24063,1.2041,1.2349700000000001,155345,8,0
2022-06-17,1.2349999999999999,1.23526,1.21722,1.22189,112662,8,0
2022-06-19,1.22194,1.22312,1.22068,1.22273,2399,12,0
2022-06-20,1.22275,1.228,1.21989,1.22478,66204,8,0
2022-06-21,1.2248,1.2324,1.22444,1.22634,70241,8,0
2022-06-22,1.2263600000000001,1.23142,1.21601,1.22517,86357,8,0
2022-06-23,1.22519,1.2294,1.21695,1.22594,96078,8,0
2022-06-24,1.22596,1.23201,1.22406,1.22744,72850,8,0
2022-06-26,1.22645,1.22962,1.22605,1.22821,2298,12,0
2022-06-27,1.22823,1.23313,1.22376,1.22659,69978,8,0
2022-06-28,1.2266,1.2291,1.21747,1.21872,73866,8,0
2022-06-29,1.21874,1.22128,1.21052,1.21285,82939,8,0
2022-06-30,1.21286,1.21882,1.20917,1.21598,84873,8,0
2022-07-01,1.21601,1.21611,1.19754,1.20961,86630,8,0
2022-07-03,1.20961,1.2122,1.20925,1.20995,1877,12,0
2022-07-04,1.20996,1.21647,1.20844,1.21131,48384,8,0
2022-07-05,1.21132,1.21248,1.18982,1.19509,93218,8,0
2022-07-06,1.1951,1.19889,1.1875499999999999,1.1921599999999999,115893,8,0
2022-07-07,1.19218,1.20331,1.19086,1.20285,86835,8,0
2022-07-08,1.20288,1.20557,1.19192,1.20323,97439,8,0
2022-07-10,1.20122,1.20363,1.20118,1.20166,1709,12,0
2022-07-11,1.20169,1.20194,1.18661,1.1898900000000001,78027,8,0
2022-07-12,1.1899,1.19154,1.1807,1.18771,89411,8,0
2022-07-13,1.18769,1.19666,1.1827,1.1863299999999999,114712,8,0
2022-07-14,1.18635,1.18839,1.17597,1.18404,116251,8,0
2022-07-15,1.18404,1.18741,1.1804000000000001,1.18676,91462,8,0
2022-07-17,1.18591,1.18904,1.1858,1.18895,2116,12,0
2022-07-18,1.18893,1.2033,1.18739,1.1948400000000001,75666,8,0
2022-07-19,1.19485,1.2045,1.19246,1.20019,81618,8,0
2022-07-20,1.20021,1.20371,1.1953,1.19673,80373,8,0
2022-07-21,1.19674,1.20034,1.18896,1.1994799999999999,105593,8,0
2022-07-22,1.1995,1.20636,1.19158,1.20056,99652,8,0
2022-07-24,1.1993,1.20101,1.19846,1.19849,2034,12,0
2022-07-25,1.19851,1.20861,1.19601,1.20533,75648,8,0
2022-07-26,1.20535,1.20899,1.19634,1.2035,74603,8,0
2022-07-27,1.20352,1.21858,1.20201,1.21614,93572,8,0
2022-07-28,1.21618,1.2191,1.2103,1.21721,98728,8,0
2022-07-29,1.2172399999999999,1.22452,1.20627,1.21773,96468,8,0
2022-07-31,1.21714,1.21747,1.21561,1.21673,2075,12,0
2022-08-01,1.21675,1.22931,1.21625,1.22566,79504,8,0
2022-08-02,1.22568,1.22787,1.21395,1.2142,97748,8,0
2022-08-03,1.21425,1.22073,1.20997,1.21374,90673,8,0
2022-08-04,1.21376,1.2217,1.2065,1.21578,94498,8,0
2022-08-05,1.2158,1.21686,1.2003,1.20693,84094,8,0
2022-08-07,1.20645,1.20661,1.2056499999999999,1.20606,1447,12,0
2022-08-08,1.20607,1.21371,1.20471,1.20846,53456,8,0
2022-08-09,1.20849,1.21298,1.20627,1.20708,49823,8,0
2022-08-10,1.20711,1.22764,1.20647,1.22099,77999,8,0
2022-08-11,1.22101,1.2248999999999999,1.2181899999999999,1.21942,73915,8,0
2022-08-12,1.21944,1.22161,1.20991,1.21344,64916,8,0
2022-08-14,1.2124,1.21384,1.2124,1.21265,1277,12,0
